University,Department,Graduation_Year,Monthly_Earning_PKR,Field_Match,Job_Type
University of Faisalabad,BS Physics,2022,8000,Yes,Unemployed
University of Faisalabad,BS Physics,2022,70647,No,Business Owner
University of Faisalabad,BS Physics,2023,8000,No,Higher Studies
University of Faisalabad,BS Physics,2023,8000,No,Higher Studies
University of Faisalabad,BS Physics,2023,65038,Yes,High-standard Job
University of Faisalabad,BS Physics,2023,33052,No,High-standard Job
University of Faisalabad,BS Physics,2023,30543,No,Government Job
University of Faisalabad,BS Physics,2023,38174,No,Government Job
University of Faisalabad,BS Physics,2023,14773,No,Higher Studies
University of Faisalabad,BS Physics,2023,17792,No,Government Job
University of Faisalabad,BS Physics,2023,41740,No,Government Job
University of Faisalabad,BS Physics,2023,9724,No,Higher Studies
University of Faisalabad,BS Physics,2023,17119,No,Government Job
University of Faisalabad,BS Physics,2023,18799,No,Business Owner
University of Faisalabad,BS Physics,2023,10311,No,Higher Studies
University of Faisalabad,BS Physics,2023,11657,No,Higher Studies
University of Faisalabad,BS Physics,2023,27415,No,High-standard Job
University of Faisalabad,BS Physics,2023,16855,Yes,Higher Studies
University of Faisalabad,BS Physics,2023,8000,Yes,Unemployed
University of Faisalabad,BS Physics,2023,40839,No,Business Owner
University of Faisalabad,BS Physics,2023,35843,No,Low-standard Job
University of Faisalabad,BS Physics,2023,12290,Yes,Higher Studies
University of Faisalabad,BS Physics,2023,18320,No,Higher Studies
University of Faisalabad,BS Physics,2023,8000,No,Unemployed
University of Faisalabad,BS Physics,2023,13129,No,Higher Studies
University of Faisalabad,BS Physics,2023,31905,No,Low-standard Job
University of Faisalabad,BS Physics,2023,22536,No,Low-standard Job
University of Faisalabad,BS Physics,2023,13959,No,Higher Studies
University of Faisalabad,BS Physics,2024,8000,Yes,Unemployed
University of Faisalabad,BS Physics,2024,23901,Yes,Government Job
University of Faisalabad,BS Physics,2024,10362,No,Government Job
University of Faisalabad,BS Physics,2024,40322,No,Freelancer
University of Faisalabad,BS Physics,2024,59938,No,High-standard Job
University of Faisalabad,BS Physics,2024,33145,Yes,Freelancer
University of Faisalabad,BS Physics,2024,8000,No,Unemployed
University of Faisalabad,BS Physics,2024,9048,Yes,Higher Studies
University of Faisalabad,BS Physics,2024,31021,No,Government Job
University of Faisalabad,BS Physics,2024,24741,No,Low-standard Job
University of Faisalabad,BS Physics,2024,13603,No,Higher Studies
University of Faisalabad,BS Physics,2024,11069,No,Unemployed
University of Faisalabad,BS Physics,2024,9985,No,Higher Studies
University of Faisalabad,BS Physics,2024,38590,Yes,Government Job
University of Faisalabad,BS Physics,2024,41010,Yes,Freelancer
University of Faisalabad,BS Physics,2024,42823,No,High-standard Job
University of Faisalabad,BS Physics,2024,13153,Yes,Low-standard Job
University of Faisalabad,BS Physics,2024,22904,No,Government Job
University of Faisalabad,BS Physics,2024,66670,No,Business Owner
University of Faisalabad,BS Physics,2024,21871,No,Higher Studies
University of Faisalabad,BS Physics,2024,16576,Yes,Low-standard Job
University of Faisalabad,BS Physics,2024,8000,No,Higher Studies
University of Faisalabad,BS Physics,2024,8000,No,Higher Studies
University of Faisalabad,BS Physics,2024,12374,No,Low-standard Job
University of Faisalabad,BS Mathematics,2018,8180,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2018,10844,No,Higher Studies
University of Faisalabad,BS Mathematics,2018,14011,No,Government Job
University of Faisalabad,BS Mathematics,2018,25075,No,Government Job
University of Faisalabad,BS Mathematics,2018,49898,No,Low-standard Job
University of Faisalabad,BS Mathematics,2018,9882,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2018,8000,Yes,Low-standard Job
University of Faisalabad,BS Mathematics,2018,14302,No,Higher Studies
University of Faisalabad,BS Mathematics,2018,23614,No,Higher Studies
University of Faisalabad,BS Mathematics,2018,9014,No,Higher Studies
University of Faisalabad,BS Mathematics,2018,31217,Yes,Low-standard Job
University of Faisalabad,BS Mathematics,2018,13452,No,Higher Studies
University of Faisalabad,BS Mathematics,2018,23171,No,Low-standard Job
University of Faisalabad,BS Mathematics,2018,27484,No,Freelancer
University of Faisalabad,BS Mathematics,2018,9179,No,Higher Studies
University of Faisalabad,BS Mathematics,2018,12789,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2018,27070,No,Low-standard Job
University of Faisalabad,BS Mathematics,2018,43715,No,Government Job
University of Faisalabad,BS Mathematics,2018,21790,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2018,8000,No,Unemployed
University of Faisalabad,BS Mathematics,2018,28734,No,Government Job
University of Faisalabad,BS Mathematics,2018,8000,No,Higher Studies
University of Faisalabad,BS Mathematics,2019,28812,Yes,Government Job
University of Faisalabad,BS Mathematics,2019,29035,Yes,Business Owner
University of Faisalabad,BS Mathematics,2019,9298,No,Higher Studies
University of Faisalabad,BS Mathematics,2019,38648,No,Government Job
University of Faisalabad,BS Mathematics,2019,11894,No,Higher Studies
University of Faisalabad,BS Mathematics,2019,13608,No,Higher Studies
University of Faisalabad,BS Mathematics,2019,19392,No,Low-standard Job
University of Faisalabad,BS Mathematics,2019,11991,Yes,Low-standard Job
University of Faisalabad,BS Mathematics,2019,14361,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2019,9807,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2019,23060,Yes,Low-standard Job
University of Faisalabad,BS Mathematics,2019,22933,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2019,28272,No,Higher Studies
University of Faisalabad,BS Mathematics,2019,38691,No,Low-standard Job
University of Faisalabad,BS Mathematics,2019,11096,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2019,11399,No,Higher Studies
University of Faisalabad,BS Mathematics,2019,17992,No,Higher Studies
University of Faisalabad,BS Mathematics,2019,17828,No,Higher Studies
University of Faisalabad,BS Mathematics,2019,18665,Yes,Business Owner
University of Faisalabad,BS Mathematics,2019,25187,Yes,Low-standard Job
University of Faisalabad,BS Mathematics,2019,12074,Yes,Low-standard Job
University of Faisalabad,BS Mathematics,2019,10624,No,Higher Studies
University of Faisalabad,BS Mathematics,2019,33172,No,High-standard Job
University of Faisalabad,BS Mathematics,2019,41772,No,Government Job
University of Faisalabad,BS Mathematics,2019,37233,No,Business Owner
University of Faisalabad,BS Mathematics,2019,40675,No,Business Owner
University of Faisalabad,BS Mathematics,2019,8000,No,Higher Studies
University of Faisalabad,BS Mathematics,2019,63378,No,Business Owner
University of Faisalabad,BS Mathematics,2020,19729,No,Higher Studies
University of Faisalabad,BS Mathematics,2020,22733,No,Freelancer
University of Faisalabad,BS Mathematics,2020,29929,No,Low-standard Job
University of Faisalabad,BS Mathematics,2020,27661,No,Government Job
University of Faisalabad,BS Mathematics,2020,46709,Yes,Government Job
University of Faisalabad,BS Mathematics,2020,8000,No,Unemployed
University of Faisalabad,BS Mathematics,2020,17642,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2020,45916,Yes,High-standard Job
University of Faisalabad,BS Mathematics,2020,8000,No,Unemployed
University of Faisalabad,BS Mathematics,2020,11728,No,Higher Studies
University of Faisalabad,BS Mathematics,2020,14406,No,Low-standard Job
University of Faisalabad,BS Mathematics,2020,18777,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2020,17703,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2020,35913,No,Government Job
University of Faisalabad,BS Mathematics,2020,44566,No,Business Owner
University of Faisalabad,BS Mathematics,2020,16169,No,Low-standard Job
University of Faisalabad,BS Mathematics,2020,20146,No,Higher Studies
University of Faisalabad,BS Mathematics,2020,13020,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2020,8000,No,Unemployed
University of Faisalabad,BS Mathematics,2020,10412,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2020,16097,No,Higher Studies
University of Faisalabad,BS Mathematics,2020,8000,Yes,Unemployed
University of Faisalabad,BS Mathematics,2020,8000,No,Higher Studies
University of Faisalabad,BS Mathematics,2020,11786,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2021,36145,No,Government Job
University of Faisalabad,BS Mathematics,2021,125844,No,High-standard Job
University of Faisalabad,BS Mathematics,2021,12932,No,Higher Studies
University of Faisalabad,BS Mathematics,2021,49173,No,Government Job
University of Faisalabad,BS Mathematics,2021,14919,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2021,45419,No,Business Owner
University of Faisalabad,BS Mathematics,2021,9915,No,Higher Studies
University of Faisalabad,BS Mathematics,2021,49538,Yes,Business Owner
University of Faisalabad,BS Mathematics,2021,8347,No,Higher Studies
University of Faisalabad,BS Mathematics,2021,42491,No,Freelancer
University of Faisalabad,BS Mathematics,2021,8000,Yes,Unemployed
University of Faisalabad,BS Mathematics,2021,8000,Yes,Unemployed
University of Faisalabad,BS Mathematics,2021,17362,Yes,Low-standard Job
University of Faisalabad,BS Mathematics,2021,19467,No,Freelancer
University of Faisalabad,BS Mathematics,2021,30008,No,Government Job
University of Faisalabad,BS Mathematics,2021,11540,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2021,50936,No,Freelancer
University of Faisalabad,BS Mathematics,2021,8000,No,Unemployed
University of Faisalabad,BS Mathematics,2021,16035,No,Low-standard Job
University of Faisalabad,BS Mathematics,2021,21242,No,Low-standard Job
University of Faisalabad,BS Mathematics,2021,31979,Yes,Government Job
University of Faisalabad,BS Mathematics,2021,8807,No,Higher Studies
University of Faisalabad,BS Mathematics,2021,21337,No,Low-standard Job
University of Faisalabad,BS Mathematics,2021,18171,Yes,Government Job
University of Faisalabad,BS Mathematics,2021,38628,No,Freelancer
University of Faisalabad,BS Mathematics,2021,10472,No,Higher Studies
University of Faisalabad,BS Mathematics,2022,57007,No,Business Owner
University of Faisalabad,BS Mathematics,2022,33070,No,Higher Studies
University of Faisalabad,BS Mathematics,2022,35762,Yes,Government Job
University of Faisalabad,BS Mathematics,2022,8000,No,Unemployed
University of Faisalabad,BS Mathematics,2022,22988,No,Low-standard Job
University of Faisalabad,BS Mathematics,2022,9635,No,Higher Studies
University of Faisalabad,BS Mathematics,2022,32675,No,High-standard Job
University of Faisalabad,BS Mathematics,2022,17369,No,Low-standard Job
University of Faisalabad,BS Mathematics,2022,21784,Yes,Low-standard Job
University of Faisalabad,BS Mathematics,2022,33375,No,Freelancer
University of Faisalabad,BS Mathematics,2022,22469,No,Higher Studies
University of Faisalabad,BS Mathematics,2022,27337,Yes,Freelancer
University of Faisalabad,BS Mathematics,2022,8000,No,Higher Studies
University of Faisalabad,BS Mathematics,2022,8000,No,Higher Studies
University of Faisalabad,BS Mathematics,2022,42340,Yes,High-standard Job
University of Faisalabad,BS Mathematics,2022,8000,No,Higher Studies
University of Faisalabad,BS Mathematics,2022,42554,No,Government Job
University of Faisalabad,BS Mathematics,2022,16149,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2022,8739,No,Higher Studies
University of Faisalabad,BS Mathematics,2022,12623,No,Low-standard Job
University of Faisalabad,BS Mathematics,2022,35023,No,Government Job
University of Faisalabad,BS Mathematics,2023,8000,No,Unemployed
University of Faisalabad,BS Mathematics,2023,65982,No,Government Job
University of Faisalabad,BS Mathematics,2023,14448,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,19382,Yes,High-standard Job
University of Faisalabad,BS Mathematics,2023,46161,No,Low-standard Job
University of Faisalabad,BS Mathematics,2023,20797,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,67893,No,Low-standard Job
University of Faisalabad,BS Mathematics,2023,20690,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2023,15025,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,8000,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,14630,No,Low-standard Job
University of Faisalabad,BS Mathematics,2023,10322,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,36617,No,Government Job
University of Faisalabad,BS Mathematics,2023,51608,No,Freelancer
University of Faisalabad,BS Mathematics,2023,19498,Yes,Low-standard Job
University of Faisalabad,BS Mathematics,2023,57476,Yes,Freelancer
University of Faisalabad,BS Mathematics,2023,98133,No,High-standard Job
University of Faisalabad,BS Mathematics,2023,17813,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,28972,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,9850,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,21666,No,Low-standard Job
University of Faisalabad,BS Mathematics,2023,22505,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,45740,No,High-standard Job
University of Faisalabad,BS Mathematics,2023,8000,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,19553,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,18273,No,Higher Studies
University of Faisalabad,BS Mathematics,2023,60075,No,Government Job
University of Faisalabad,BS Mathematics,2023,31055,Yes,Business Owner
University of Faisalabad,BS Mathematics,2023,8690,No,Higher Studies
University of Faisalabad,BS Mathematics,2024,8000,No,Higher Studies
University of Faisalabad,BS Mathematics,2024,41399,No,Business Owner
University of Faisalabad,BS Mathematics,2024,25845,No,Low-standard Job
University of Faisalabad,BS Mathematics,2024,47678,No,High-standard Job
University of Faisalabad,BS Mathematics,2024,9868,No,Higher Studies
University of Faisalabad,BS Mathematics,2024,21504,No,Low-standard Job
University of Faisalabad,BS Mathematics,2024,60905,No,Business Owner
University of Faisalabad,BS Mathematics,2024,10580,No,Higher Studies
University of Faisalabad,BS Mathematics,2024,23466,No,Government Job
University of Faisalabad,BS Mathematics,2024,8000,No,Unemployed
University of Faisalabad,BS Mathematics,2024,16275,No,High-standard Job
University of Faisalabad,BS Mathematics,2024,26305,No,Freelancer
University of Faisalabad,BS Mathematics,2024,52359,No,High-standard Job
University of Faisalabad,BS Mathematics,2024,50455,Yes,Freelancer
University of Faisalabad,BS Mathematics,2024,48218,Yes,High-standard Job
University of Faisalabad,BS Mathematics,2024,14503,Yes,Higher Studies
University of Faisalabad,BS Mathematics,2024,28984,Yes,Low-standard Job
University of Faisalabad,BS Mathematics,2024,8621,No,Higher Studies
University of Faisalabad,BS Mathematics,2024,24097,No,Government Job
University of Faisalabad,BS Mathematics,2024,26795,No,Higher Studies
University of Faisalabad,BS Mathematics,2024,37480,No,Freelancer
University of Faisalabad,BS Mathematics,2024,8000,Yes,Unemployed
University of Faisalabad,BS Mathematics,2024,14770,No,Higher Studies
University of Faisalabad,BS Mathematics,2024,34420,Yes,Low-standard Job
University of Faisalabad,BS Mathematics,2024,43435,No,Higher Studies
University of Faisalabad,BS English,2018,30272,No,High-standard Job
University of Faisalabad,BS English,2018,22329,No,Freelancer
University of Faisalabad,BS English,2018,14039,No,Freelancer
University of Faisalabad,BS English,2018,19830,No,Business Owner
University of Faisalabad,BS English,2018,47246,No,Business Owner
